funding_id,startup_id,funding_round,funding_amount_inr,funding_date
1314,508,Series B,220545257.0,2021-11-14
1315,508,Series A,214915842.0,2021-02-25
1316,509,Series D,44541910.0,2025-04-11
1317,509,Series C,19943818.0,2025-10-10
1318,510,Series D,55772265.0,2022-01-01
1319,511,Series A,175549386.0,2023-12-07
1320,511,Series C,108944199.0,2022-06-10
1321,511,Seed,206725776.0,2021-06-08
1322,511,Series C,189711638.0,2024-11-09
1323,512,Series D,211886904.0,2021-01-11
1324,512,Series C,158164941.0,2025-04-01
1325,512,Series B,154122793.0,2019-05-01
1326,512,Series B,13048148.0,2023-12-28
1327,513,Series B,222137678.0,2020-02-17
1328,513,Seed,166947898.0,2016-10-13
1329,513,Series B,113979113.0,2014-09-03
1330,513,Series B,132387072.0,2021-02-11
1331,514,Series B,172807400.0,2019-10-22
1332,514,Series A,96843550.0,2019-10-19
1333,514,Series A,94326881.0,2015-01-29
1334,515,Series A,133066197.0,2025-11-17
1335,516,Series C,13650208.0,2014-01-18
1336,517,Series C,79753359.0,2021-12-21
1337,518,Seed,66730598.0,2024-08-27
1338,519,Series C,230482225.0,2023-10-21
1339,519,Series C,69023567.0,2020-02-17
1340,520,Series B,60276088.0,2018-04-06
1341,520,Series A,70553683.0,2018-03-29
1342,520,Series D,10007327.0,2016-09-09
1343,521,Series A,137608223.0,2019-01-07
1344,522,Series A,61932396.0,2020-06-27
1345,522,Series D,209728153.0,2023-04-04
1346,522,Seed,229470677.0,2023-09-04
1347,523,Series A,49195149.0,2019-05-08
1348,523,Series C,96016198.0,2023-11-01
1349,523,Series D,88659553.0,2020-07-09
1350,524,Seed,17492186.0,2025-07-24
1351,524,Series D,167625744.0,2019-09-23
1352,524,Series D,179084325.0,2025-03-02
1353,524,Series A,224345812.0,2020-07-14
1354,525,Series A,24701670.0,2020-07-31
1355,525,Series B,8744803.0,2021-07-09
1356,525,Series B,172263346.0,2016-08-01
1357,526,Series B,114989126.0,2022-08-26
1358,526,Series B,42070188.0,2022-04-13
1359,526,Seed,219053322.0,2024-08-23
1360,526,Series D,155741981.0,2025-05-20
1361,527,Series A,34499062.0,2021-04-05
1362,527,Series B,248447344.0,2025-12-22
1363,527,Seed,24318373.0,2022-10-24
1364,527,Series B,101168329.0,2023-02-15
1365,528,Seed,210469696.0,2016-09-01
1366,528,Series A,69569469.0,2024-06-23
1367,528,Seed,109691144.0,2017-01-07
1368,529,Series B,59506595.0,2025-08-27
1369,529,Seed,6078030.0,2019-11-27
1370,530,Seed,62959113.0,2019-08-07
1371,530,Series C,246212640.0,2019-07-22
1372,530,Series A,208858849.0,2020-02-25
1373,531,Series B,152406937.0,2023-02-22
1374,531,Seed,218163424.0,2023-07-28
1375,531,Seed,107951037.0,2024-02-08
1376,532,Seed,148517939.0,2025-03-04
1377,532,Series B,22774980.0,2024-09-29
1378,532,Series B,236065126.0,2025-08-20
1379,532,Series A,233231517.0,2021-03-28
1380,533,Series A,231231378.0,2022-10-01
1381,533,Series A,192350912.0,2025-01-22
1382,533,Series C,18968980.0,2024-08-20
1383,534,Series D,127521150.0,2024-09-03
1384,535,Series D,19634866.0,2024-10-08
1385,535,Series B,171381744.0,2024-04-01
1386,535,Series A,228758703.0,2022-02-06
1387,535,Seed,49917171.0,2023-08-16
1388,536,Series A,236070543.0,2016-11-03
1389,536,Series C,36386196.0,2019-10-05
1390,536,Series A,174166048.0,2017-10-31
1391,537,Seed,220691744.0,2020-04-28
1392,537,Series C,232387365.0,2025-08-25
1393,537,Series B,15962289.0,2022-12-31
1394,538,Seed,83935306.0,2020-03-07
1395,538,Seed,1577874.0,2023-06-27
1396,538,Seed,237220962.0,2025-02-17
1397,539,Seed,165536413.0,2024-09-07
1398,539,Series D,153997436.0,2020-01-15
1399,539,Series B,109471554.0,2024-07-01
1400,540,Series C,8783130.0,2021-01-07
1401,540,Series C,206980405.0,2024-05-06
1402,540,Series B,233367067.0,2022-09-03
1403,540,Series B,175448681.0,2021-04-17
1404,541,Series D,217818436.0,2022-04-30
1405,541,Series C,163356996.0,2023-09-06
1406,542,Seed,65811480.0,2020-05-06
1407,542,Series C,180242987.0,2022-03-11
1408,542,Series B,171008523.0,2018-05-22
1409,543,Series B,52649854.0,2019-11-27
1410,543,Series A,245200491.0,2018-03-10
1411,543,Series A,52569907.0,2025-05-12
1412,544,Series B,39277652.0,2018-05-29
1413,544,Seed,71850048.0,2021-01-05
1414,544,Series C,115258400.0,2018-07-03
1415,544,Series B,145706386.0,2024-08-31
1416,545,Seed,87257703.0,2025-01-27
1417,545,Series A,179530743.0,2022-10-09
1418,545,Series A,194290877.0,2024-06-25
1419,545,Series A,73480288.0,2022-04-24
1420,546,Seed,201455539.0,2015-11-20
1421,546,Series A,10301677.0,2017-10-29
1422,546,Series B,11096474.0,2023-04-09
1423,547,Seed,165533557.0,2021-08-06
1424,548,Series A,35813839.0,2020-07-08
1425,548,Series C,155909226.0,2024-12-14
1426,549,Series B,69735990.0,2021-07-05
1427,549,Series A,227191649.0,2023-09-03
1428,549,Series B,188860753.0,2017-08-28
1429,549,Seed,15557142.0,2017-02-27
1430,550,Series D,42002390.0,2025-06-02
1431,550,Series C,39550452.0,2022-09-15
1432,550,Series A,69585720.0,2024-07-16
1433,550,Series B,180927183.0,2025-11-21
1434,551,Series A,78593759.0,2022-01-30
1435,551,Series D,53972729.0,2024-01-26
1436,551,Series C,189533680.0,2022-12-06
1437,551,Series C,31721497.0,2023-02-14
1438,552,Series D,191361656.0,2018-10-12
1439,552,Series A,102900956.0,2018-01-13
1440,552,Series A,33368810.0,2022-03-27
1441,552,Series C,54701978.0,2018-03-01
1442,553,Series B,82039506.0,2019-03-29
1443,554,Seed,157920471.0,2016-02-10
1444,554,Seed,231248756.0,2025-11-23
1445,554,Series C,211947854.0,2017-05-05
1446,554,Series C,113146807.0,2024-03-21
1447,555,Seed,121328093.0,2022-12-22
1448,555,Series C,38163072.0,2023-02-25
1449,555,Series D,124710123.0,2018-04-30
1450,556,Series D,7478950.0,2016-05-20
1451,557,Series A,226917747.0,2021-11-30
1452,557,Series C,248718610.0,2021-02-10
1453,557,Seed,175903489.0,2024-08-17
1454,557,Series C,56482474.0,2024-11-02
1455,558,Series D,64816125.0,2020-12-28
1456,559,Series B,17720692.0,2020-09-23
1457,559,Series D,134224297.0,2017-01-14
1458,560,Series B,78271840.0,2022-07-20
1459,560,Series D,121602637.0,2018-08-17
1460,560,Series C,178572798.0,2018-09-11
1461,561,Series C,185650014.0,2025-01-30
1462,561,Series D,240080784.0,2023-12-04
1463,561,Series A,66463209.0,2022-03-12
1464,562,Series C,20689586.0,2019-02-17
1465,562,Seed,91870027.0,2023-08-31
1466,563,Series B,114591502.0,2021-01-21
1467,563,Series D,197954747.0,2024-03-06
1468,563,Series C,28305673.0,2025-05-13
1469,563,Series A,50067753.0,2021-11-26
1470,564,Seed,185222907.0,2020-09-19
1471,564,Series D,93978964.0,2024-04-02
1472,565,Series A,202558341.0,2018-04-14
1473,565,Seed,223650644.0,2024-06-23
1474,565,Seed,88872428.0,2019-05-28
1475,566,Series A,49822903.0,2018-12-17
1476,566,Series B,239209877.0,2024-09-22
1477,567,Seed,157575403.0,2023-11-06
1478,567,Series B,229816983.0,2022-07-11
1479,568,Series B,138120016.0,2019-01-02
1480,568,Series C,111667207.0,2018-11-07
1481,568,Seed,152413855.0,2018-12-06
1482,569,Series A,116362837.0,2020-04-24
1483,570,Series B,5597771.0,2020-08-07
1484,570,Series C,63648483.0,2025-09-16
1485,570,Series B,98459837.0,2022-06-29
1486,570,Series B,168724377.0,2020-10-16
1487,571,Series C,6007546.0,2016-03-21
1488,571,Series A,97366445.0,2025-09-28
1489,572,Seed,75992842.0,2022-04-05
1490,572,Series B,106359151.0,2024-08-22
1491,572,Series D,158298745.0,2024-05-06
1492,573,Seed,190844002.0,2016-10-20
1493,573,Series C,68193734.0,2019-10-01
1494,574,Series B,173347771.0,2014-01-13
1495,574,Seed,37240698.0,2018-12-28
1496,575,Series C,231019751.0,2023-03-20
1497,575,Series B,45532776.0,2023-08-19
1498,576,Seed,73613529.0,2022-12-04
1499,577,Series B,92397981.0,2023-12-01
1500,577,Series B,28845160.0,2022-02-27
1501,577,Series C,146217281.0,2023-11-16
1502,577,Seed,126302052.0,2024-06-21
1503,578,Series A,147164690.0,2018-11-03
1504,578,Series D,61588540.0,2022-09-08
1505,578,Series A,10220659.0,2019-12-23
1506,579,Series D,197246126.0,2025-12-02
1507,579,Series B,40200835.0,2022-04-04
1508,580,Series A,44977514.0,2020-10-02
1509,580,Series B,47845125.0,2020-05-13
1510,580,Series C,168992184.0,2022-06-05
1511,581,Seed,5222749.0,2024-11-01
1512,581,Series A,182639039.0,2020-04-21
1513,582,Series C,154835484.0,2020-08-25
1514,583,Series D,132482314.0,2018-06-24
1515,583,Series B,162554007.0,2025-04-04
1516,584,Series C,60717676.0,2024-02-11
1517,584,Series D,24899060.0,2022-11-26
1518,584,Series B,115804323.0,2023-08-11
1519,585,Series C,186999978.0,2024-02-22
1520,585,Seed,6503032.0,2022-05-15
1521,586,Seed,33158704.0,2025-07-04
1522,586,Series D,153222019.0,2025-01-17
1523,586,Series C,44593065.0,2019-06-06
1524,586,Series D,98116858.0,2021-06-22
1525,587,Series B,57210188.0,2022-04-10
1526,587,Series B,96556217.0,2020-04-13
1527,587,Series B,71757215.0,2022-07-10
1528,588,Series D,155014436.0,2024-07-04
1529,589,Series B,25435804.0,2023-08-30
1530,589,Series D,246298367.0,2024-03-02
1531,590,Series C,148484055.0,2025-08-03
1532,590,Series C,35312334.0,2022-01-11
1533,590,Series D,59136988.0,2020-06-11
1534,590,Seed,24764139.0,2025-03-09
1535,591,Series B,37029026.0,2023-09-09
1536,591,Series D,155132432.0,2025-07-10
1537,591,Series A,105761564.0,2023-02-15
1538,592,Series A,224038096.0,2016-06-10
1539,592,Series C,197787978.0,2019-03-30
1540,593,Series A,95999750.0,2024-07-12
1541,593,Seed,75825182.0,2022-09-15
1542,593,Series D,180476310.0,2023-08-31
1543,594,Series D,210816595.0,2025-03-16
1544,594,Series D,1266252.0,2021-12-29
1545,595,Series C,101715107.0,2022-09-16
1546,596,Series D,141985486.0,2023-12-26
1547,597,Series B,128997588.0,2025-06-30
1548,597,Series D,147280204.0,2022-05-21
1549,598,Series C,4786090.0,2022-11-08
1550,598,Series B,125152626.0,2024-04-30
1551,598,Seed,231536829.0,2020-06-05
1552,599,Seed,33341508.0,2020-02-29
1553,599,Series A,156665779.0,2023-10-17
1554,599,Series C,11678500.0,2021-02-03
1555,600,Series A,150995358.0,2021-06-24
1556,600,Seed,52737385.0,2024-11-07
1557,601,Series D,14979091.0,2025-05-31
1558,601,Series C,234529408.0,2023-08-10
1559,601,Series A,195859395.0,2017-03-28
1560,602,Series A,168888419.0,2023-09-21
1561,602,Seed,54154310.0,2019-03-05
1562,602,Series B,139811966.0,2020-04-15
1563,603,Series C,135641030.0,2021-09-16
1564,603,Seed,158918158.0,2021-09-08
1565,603,Series D,198322427.0,2025-08-04
1566,604,Series C,141289592.0,2024-08-16
1567,604,Series B,208170698.0,2021-06-27
1568,604,Seed,155747722.0,2021-10-29
1569,605,Seed,92254747.0,2018-05-31
1570,605,Series B,171457701.0,2022-02-01
1571,605,Seed,49621945.0,2020-12-05
1572,605,Series B,188972138.0,2018-11-14
1573,606,Series A,29751978.0,2020-09-01
1574,606,Series A,180704004.0,2014-02-04
1575,606,Series C,220564225.0,2021-05-08
1576,607,Seed,93697862.0,2025-04-15
1577,608,Series A,228932289.0,2019-01-01
1578,608,Series C,117592571.0,2016-06-06
1579,608,Seed,130173145.0,2023-08-21
1580,608,Series A,81836710.0,2016-06-16
1581,609,Series C,91953503.0,2022-04-20
1582,609,Series C,193311976.0,2024-05-29
1583,609,Series C,230819462.0,2024-11-01
1584,609,Series A,48668241.0,2023-12-07
1585,610,Seed,213238654.0,2025-05-24
1586,610,Series C,241734889.0,2020-03-26
1587,610,Series A,60594945.0,2020-10-23
1588,610,Series B,215746748.0,2015-07-14
1589,611,Series A,147913235.0,2021-05-28
1590,611,Seed,248242527.0,2023-12-01
1591,612,Seed,157443239.0,2022-03-28
1592,613,Seed,227670010.0,2015-02-26
1593,614,Series B,69778359.0,2023-09-17
1594,614,Series B,89816107.0,2022-11-11
1595,615,Seed,23481904.0,2023-09-20
1596,616,Series C,61027876.0,2025-03-09
1597,616,Seed,15466140.0,2016-06-05
1598,616,Series C,12292045.0,2017-08-31
1599,616,Series D,176313876.0,2016-10-14
1600,617,Series A,150953080.0,2025-01-16
1601,617,Series C,237325514.0,2020-05-19
1602,617,Series A,16904112.0,2022-02-24
1603,618,Series B,81862662.0,2018-11-05
1604,618,Series D,5398871.0,2017-03-28
1605,618,Series D,111975859.0,2022-04-20
1606,618,Series A,131224449.0,2025-11-17
1607,619,Series B,56150688.0,2020-10-19
1608,619,Series A,227540620.0,2015-05-09
1609,620,Series C,43783275.0,2024-08-21
1610,620,Series A,214007641.0,2022-01-28
1611,620,Series C,62880855.0,2021-01-04
1612,621,Seed,110583160.0,2022-09-11
1613,622,Series A,38803346.0,2017-12-09
1614,622,Series D,165706993.0,2025-12-15
1615,622,Series D,116550863.0,2023-09-13
1616,622,Seed,78515179.0,2025-01-05
1617,623,Seed,228704789.0,2023-07-21
1618,623,Series A,185907235.0,2020-04-22
1619,624,Series D,117730671.0,2024-08-28
1620,624,Series C,210392131.0,2022-06-01
1621,624,Series C,145443305.0,2018-06-10
1622,625,Series A,3126648.0,2015-08-24
1623,625,Seed,29836776.0,2023-10-02
1624,625,Series A,184851989.0,2023-01-22
1625,625,Series B,72366974.0,2024-03-30
1626,626,Series D,10679310.0,2024-01-05
1627,626,Series A,7309543.0,2025-04-23
1628,626,Seed,199465010.0,2024-11-28
1629,626,Series A,133053939.0,2019-07-15
1630,627,Series D,66778389.0,2025-06-20
1631,627,Series C,177753082.0,2025-11-02
1632,627,Series B,83924265.0,2020-11-21
1633,628,Series D,97324172.0,2023-08-03
1634,628,Series B,94337962.0,2020-12-18
1635,628,Seed,244672395.0,2019-05-18
1636,629,Series D,165628736.0,2021-03-21
1637,630,Series B,19232623.0,2024-09-04
1638,630,Series D,170187079.0,2024-06-19
1639,630,Series A,111979797.0,2023-04-25
1640,630,Series A,93389641.0,2024-07-31
1641,631,Series B,225597349.0,2025-05-09
1642,631,Seed,112121830.0,2024-04-26
1643,631,Series A,181071591.0,2021-12-24
1644,631,Series C,210108386.0,2023-10-31
1645,632,Seed,51083994.0,2025-02-19
1646,632,Series B,143929950.0,2023-09-03
1647,632,Series A,235809778.0,2023-10-26
1648,632,Series D,209535208.0,2024-12-12
1649,633,Series A,132085592.0,2023-10-01
1650,633,Series C,98400391.0,2021-01-17
1651,633,Series D,20413946.0,2025-04-26
1652,633,Seed,2844648.0,2025-07-18
1653,634,Series A,177375650.0,2023-02-22
1654,634,Series D,158947144.0,2020-11-05
1655,635,Series A,191574839.0,2024-08-11
1656,635,Series B,249547244.0,2025-10-21
1657,635,Series C,49366827.0,2025-03-23
1658,636,Seed,166803054.0,2025-08-01
1659,637,Series A,154767431.0,2021-04-26
1660,638,Series D,23429399.0,2018-12-08
1661,638,Series D,59041233.0,2019-03-09
1662,638,Series C,188474578.0,2018-04-01
1663,638,Series B,138082675.0,2024-07-13
1664,639,Series D,221206992.0,2024-09-28
1665,639,Series A,205057484.0,2023-12-10
1666,639,Seed,233078487.0,2025-02-09
1667,639,Series C,137211407.0,2025-02-11
1668,640,Series B,107228277.0,2024-04-09
1669,640,Series A,212141359.0,2023-05-03
1670,640,Seed,41657696.0,2025-06-07
1671,640,Series A,55787965.0,2022-11-06
1672,641,Series B,240665959.0,2017-02-10
1673,641,Series A,39539805.0,2019-08-29
1674,642,Series D,206722369.0,2020-03-08
1675,643,Series C,44399257.0,2022-12-20
1676,644,Series B,219449571.0,2021-04-11
1677,644,Series D,67587839.0,2022-10-30
1678,645,Series B,44668763.0,2024-03-10
1679,645,Series B,63804769.0,2019-11-27
1680,646,Series D,124668737.0,2021-03-15
1681,646,Seed,189150198.0,2021-10-26
1682,647,Seed,193882075.0,2025-01-16
1683,647,Seed,34608417.0,2024-09-09
1684,648,Seed,81331835.0,2023-07-31
1685,648,Seed,245018547.0,2018-06-09
1686,648,Series C,173467279.0,2017-03-18
1687,649,Seed,146203804.0,2017-07-11
1688,649,Series C,247106506.0,2020-10-14
1689,649,Series D,143243618.0,2024-04-16
1690,650,Series B,190977220.0,2022-12-03
1691,650,Series D,123208271.0,2023-03-14
1692,651,Series A,39207417.0,2023-12-01
1693,651,Series D,90456430.0,2023-08-26
1694,651,Series B,119368776.0,2025-06-01
1695,651,Series B,207127768.0,2018-02-12
1696,652,Seed,149993746.0,2019-09-14
1697,652,Series B,13247037.0,2021-08-28
1698,652,Series C,76771947.0,2019-03-10
1699,652,Series D,132648396.0,2020-06-27
1700,653,Series A,70858474.0,2020-11-06
1701,654,Seed,235646491.0,2018-09-19
1702,655,Seed,45429426.0,2023-05-15
1703,655,Seed,76489649.0,2023-05-03
1704,655,Seed,52906920.0,2025-12-03
1705,656,Seed,243356008.0,2024-05-20
1706,656,Series A,9409778.0,2025-02-09
1707,656,Series D,87524299.0,2025-03-14
1708,657,Series D,202361189.0,2024-08-18
1709,657,Series D,178118476.0,2025-09-04
1710,657,Series C,212554540.0,2023-11-30
1711,658,Series A,40394023.0,2018-02-14
1712,658,Seed,17008087.0,2018-05-12
1713,658,Seed,14990306.0,2025-06-15
1714,658,Series A,195469028.0,2020-08-27
1715,659,Seed,168277320.0,2024-10-17
1716,660,Seed,181030186.0,2025-03-10
1717,660,Series D,18978686.0,2019-07-29
1718,660,Series C,193771670.0,2018-03-09
1719,660,Series D,90981743.0,2024-08-28
1720,661,Series B,108494919.0,2022-04-14
1721,662,Series D,227183892.0,2021-02-16
1722,662,Series C,80777262.0,2022-02-26
1723,662,Series C,103473979.0,2024-05-23
1724,662,Series D,125058867.0,2018-03-12
1725,663,Series B,136909912.0,2020-02-17
1726,663,Seed,92091434.0,2025-11-10
1727,663,Series A,47209982.0,2019-10-03
1728,663,Series B,221763452.0,2019-03-11
1729,664,Series D,68983926.0,2022-04-07
1730,664,Series B,153232798.0,2016-03-03
1731,664,Series B,183092607.0,2021-02-10
1732,665,Series A,246162293.0,2023-12-15
1733,665,Series C,63529526.0,2021-03-28
1734,665,Seed,233982282.0,2022-06-03
1735,665,Series D,245775921.0,2021-01-23
1736,666,Series A,187214454.0,2022-03-19
1737,667,Seed,26164616.0,2024-04-17
1738,667,Series B,24071409.0,2024-07-05
1739,667,Series B,29785792.0,2020-05-28
1740,668,Series A,80825192.0,2022-04-25
1741,668,Series C,68362241.0,2025-07-30
1742,668,Seed,203517628.0,2022-05-04
1743,668,Series A,63088077.0,2023-05-10
1744,669,Series B,40956965.0,2021-11-25
1745,669,Series C,157524118.0,2021-07-18
1746,669,Series D,33091422.0,2023-05-27
1747,670,Series D,19838314.0,2021-07-10
1748,670,Seed,174249369.0,2023-09-25
1749,670,Series C,15354372.0,2020-05-06
1750,671,Series C,153352443.0,2015-07-02
1751,671,Series D,60964634.0,2015-07-19
1752,671,Seed,52724502.0,2016-04-20
1753,671,Series A,18508228.0,2017-07-20
1754,672,Series D,71878980.0,2018-08-04
1755,672,Series C,34895627.0,2022-03-12
1756,672,Seed,148763559.0,2021-04-08
1757,672,Series D,246148003.0,2024-10-13
1758,673,Series A,102692222.0,2018-03-05
1759,674,Seed,127384798.0,2020-11-04
1760,674,Series A,5894087.0,2018-09-10
1761,674,Series B,68015983.0,2019-06-14
1762,674,Series C,26692287.0,2019-03-26
1763,675,Series D,109177972.0,2025-05-24
1764,675,Series A,123583761.0,2022-08-18
1765,676,Seed,18671788.0,2022-12-28
1766,677,Seed,75720785.0,2025-01-06
1767,677,Series B,65579186.0,2023-08-27
1768,678,Series D,165172188.0,2024-03-20
1769,679,Series A,127797703.0,2022-05-13
1770,679,Seed,243643820.0,2020-01-11
1771,680,Series A,79537201.0,2019-05-07
1772,680,Series A,189918703.0,2018-07-10
1773,681,Series B,213524837.0,2023-07-07
1774,681,Series B,201326867.0,2022-06-01
1775,681,Series A,160253312.0,2024-09-18
1776,681,Series B,70968531.0,2023-11-25
1777,682,Seed,112736059.0,2015-10-23
1778,682,Series C,72738446.0,2022-04-22
1779,683,Series D,182079532.0,2023-12-12
1780,683,Series D,173217790.0,2019-01-14
1781,684,Series B,65056512.0,2024-10-06
1782,684,Seed,152333456.0,2022-10-04
1783,684,Seed,10657423.0,2022-10-15
1784,684,Series C,25245041.0,2021-05-09
1785,685,Series A,205281829.0,2020-03-22
1786,685,Seed,143926909.0,2024-10-11
1787,686,Series B,198643421.0,2022-07-16
1788,686,Seed,119891770.0,2024-12-06
1789,686,Series C,155293992.0,2019-04-04
1790,687,Series D,1134580.0,2025-11-22
1791,688,Series D,223358416.0,2020-02-14
1792,688,Series A,165458708.0,2019-03-14
1793,688,Series C,174951282.0,2022-07-01
1794,688,Series A,101505548.0,2021-02-14
1795,689,Series A,83043489.0,2023-08-12
1796,689,Seed,114387326.0,2015-09-25
1797,689,Seed,198615026.0,2018-12-13
1798,690,Series C,205239043.0,2024-10-06
1799,690,Series B,237861248.0,2024-10-01
1800,690,Seed,10375912.0,2024-05-12
1801,690,Seed,23438507.0,2018-02-23
1802,691,Series D,87476804.0,2023-04-23
1803,691,Series A,117590052.0,2025-04-11
1804,692,Series D,85942827.0,2023-05-19
1805,693,Series A,183932236.0,2020-02-25
1806,693,Series B,134773542.0,2021-12-06
1807,693,Series C,20182927.0,2020-11-19
1808,694,Seed,228785716.0,2022-03-20
1809,694,Series C,131854179.0,2015-11-24
1810,695,Series A,138968563.0,2021-04-24
1811,695,Series A,83226425.0,2021-10-13
1812,696,Series A,85519591.0,2018-04-22
1813,696,Series A,69114998.0,2017-05-11
1814,697,Seed,3093070.0,2014-07-23
1815,697,Series A,219818081.0,2020-01-14
1816,697,Seed,8680131.0,2016-07-28
1817,697,Series B,56039401.0,2021-04-23
1818,698,Series C,164697376.0,2024-12-28
1819,698,Series D,215765501.0,2020-07-19
1820,698,Series A,235114144.0,2020-01-19
1821,699,Series D,200043716.0,2022-06-13
1822,699,Series C,237958617.0,2022-04-07
1823,699,Series D,190122843.0,2022-06-22
1824,700,Series C,132989040.0,2023-03-24
1825,700,Series A,96793981.0,2021-03-23
1826,700,Series A,240945814.0,2023-04-17
1827,700,Series C,199375203.0,2021-12-06
1828,701,Seed,212949179.0,2021-11-12
1829,701,Seed,35636104.0,2021-04-15
1830,701,Seed,106598429.0,2024-02-28
1831,702,Series B,48620648.0,2021-06-05
1832,702,Series B,135751867.0,2025-11-03
1833,702,Seed,83295200.0,2023-09-24
1834,702,Series D,82989705.0,2025-09-16
1835,703,Seed,52747493.0,2025-04-29
1836,703,Seed,221720734.0,2021-06-13
1837,703,Seed,101845119.0,2019-11-15
1838,703,Series D,9824911.0,2019-01-28
1839,704,Series B,78957438.0,2024-10-23
1840,705,Series D,70744108.0,2018-01-06
1841,705,Series A,196922610.0,2019-04-27
1842,705,Series A,190806483.0,2022-04-21
1843,706,Series A,215895716.0,2025-03-16
1844,706,Seed,45989192.0,2025-08-23
1845,706,Seed,44664954.0,2019-07-03
1846,706,Series B,69356399.0,2021-11-13
1847,707,Series D,198121606.0,2025-06-11
1848,708,Series C,57415532.0,2020-08-27
1849,709,Series A,211019383.0,2024-07-28
1850,709,Series B,95554784.0,2015-10-30
1851,709,Seed,209231043.0,2018-02-23
1852,710,Series D,106694808.0,2024-04-11
1853,710,Series B,197786316.0,2025-11-28
1854,711,Seed,32574458.0,2024-06-30
1855,711,Series D,224690745.0,2018-03-23
1856,711,Seed,111343693.0,2020-12-22
1857,712,Series B,27300875.0,2020-04-11
1858,712,Series A,189962175.0,2022-07-27
1859,712,Series A,137241468.0,2023-11-03
1860,713,Series C,220519924.0,2025-03-12
1861,713,Series B,124972612.0,2025-09-10
1862,713,Series B,182998004.0,2023-09-25
1863,713,Seed,44022886.0,2025-02-06
1864,714,Seed,141073054.0,2023-05-22
1865,715,Series A,187953323.0,2021-12-24
1866,715,Series D,163496123.0,2023-01-28
1867,715,Series C,49214366.0,2025-09-14
1868,716,Series C,213880182.0,2020-03-26
1869,716,Series C,231821055.0,2017-07-03
1870,716,Seed,134179188.0,2019-11-25
1871,716,Series A,104750020.0,2018-07-03
1872,717,Seed,216078479.0,2019-05-18
1873,717,Seed,218791752.0,2021-06-12
1874,718,Series D,127570172.0,2022-05-04
1875,718,Seed,161490822.0,2019-08-12
1876,718,Series A,54353252.0,2016-05-07
1877,719,Series D,223312304.0,2023-03-23
1878,719,Seed,77740305.0,2021-07-11
1879,719,Series B,129277396.0,2020-11-27
1880,720,Series D,15013164.0,2024-02-10
1881,720,Series B,3229858.0,2024-12-06
1882,721,Series A,155949809.0,2024-02-16
1883,721,Series B,231165314.0,2020-10-09
1884,722,Series D,31993461.0,2025-07-31
1885,722,Seed,8326910.0,2022-09-09
1886,722,Series C,227687187.0,2023-12-30
1887,723,Series A,118959156.0,2018-01-03
1888,723,Series C,23111152.0,2022-01-05
1889,723,Series D,61401584.0,2019-09-24
1890,724,Series D,234586798.0,2022-01-10
1891,724,Series A,113742394.0,2022-12-15
1892,725,Series C,156658302.0,2020-06-26
1893,725,Series A,145449076.0,2019-04-12
1894,725,Series A,11803053.0,2022-01-25
1895,726,Series B,239632684.0,2017-08-08
1896,727,Series D,15737638.0,2020-07-10
1897,727,Series D,74715164.0,2018-07-17
1898,727,Series D,48371857.0,2022-11-13
1899,728,Series D,106801652.0,2024-01-13
1900,728,Series C,66180579.0,2022-01-04
1901,728,Series C,75976436.0,2025-07-06
1902,729,Series A,175339733.0,2025-06-13
1903,729,Seed,149100474.0,2025-10-26
1904,730,Series B,138369435.0,2016-02-06
1905,731,Series B,30495899.0,2021-05-20
1906,732,Series D,224871439.0,2024-06-22
1907,732,Seed,119836948.0,2020-01-26
1908,733,Series C,213961860.0,2024-09-03
1909,733,Seed,243451847.0,2022-11-20
1910,734,Series A,101876195.0,2020-12-04
1911,734,Series D,167690827.0,2021-10-02
1912,734,Series D,30033544.0,2020-03-22
1913,734,Series B,181865995.0,2021-03-20
1914,735,Series C,97412936.0,2022-08-20
1915,735,Series A,37079892.0,2019-09-13
1916,736,Series D,212921095.0,2019-03-14
1917,736,Series A,105807780.0,2020-03-11
1918,736,Series A,145520974.0,2025-07-30
1919,736,Series D,69901324.0,2023-10-01
1920,737,Series C,36850509.0,2021-09-07
1921,738,Series C,126121540.0,2021-11-15
1922,739,Series A,226655745.0,2022-09-13
1923,739,Series D,133349804.0,2022-02-15
1924,740,Series A,7108304.0,2018-04-08
1925,740,Series B,130608701.0,2023-09-25
1926,741,Series B,203854582.0,2017-10-10
1927,741,Series A,111518716.0,2015-11-21
1928,741,Series B,4795102.0,2018-04-06
1929,742,Series B,209148319.0,2020-02-20
1930,742,Series C,201202181.0,2021-07-20
1931,743,Series C,186773309.0,2024-04-24
1932,743,Series D,140571054.0,2024-09-04
1933,743,Series A,16624832.0,2024-03-11
1934,743,Seed,100530243.0,2024-06-02
1935,744,Seed,176208933.0,2018-11-18
1936,744,Series B,203286759.0,2024-01-28
1937,744,Series B,144281178.0,2021-07-17
1938,745,Series A,36240498.0,2024-06-03
1939,745,Series A,99782645.0,2024-11-24
1940,745,Seed,224704345.0,2021-06-04
1941,746,Series B,247679868.0,2025-04-23
1942,747,Series C,68517921.0,2025-04-20
1943,747,Seed,5471948.0,2023-01-28
1944,748,Seed,21758536.0,2023-03-08
1945,749,Series C,126493404.0,2022-04-07
1946,749,Series B,71182181.0,2022-12-17
1947,749,Series C,178500389.0,2023-07-09
1948,750,Series D,230638957.0,2023-02-02
